# Terrain overflow check: blend.terrain.y-range.max=301 (pack-configured)
# Tiles: 200x200, seed: 1, pack: CHIMERA
# Positions where terrain.sampler + terrain.sampler-2d density > 0 at y=301
x=94592 z=54448 y=301 biome=PEARLESCENT_DESERT density=6.507643
x=94596 z=54448 y=301 biome=PEARLESCENT_DESERT density=6.253130
x=94600 z=54448 y=301 biome=PEARLESCENT_DESERT density=2.632050
x=94604 z=54448 y=301 biome=PEARLESCENT_DESERT density=2.104808
x=94608 z=54448 y=301 biome=PEARLESCENT_DESERT density=1.338014
x=94592 z=54452 y=301 biome=PEARLESCENT_DESERT density=1.707697
x=94596 z=54452 y=301 biome=PEARLESCENT_DESERT density=3.845032
x=94600 z=54452 y=301 biome=PEARLESCENT_DESERT density=2.516942
x=94604 z=54452 y=301 biome=PEARLESCENT_DESERT density=1.453117
x=44652 z=91184 y=301 biome=BADLANDS_BUTTES density=0.386118
x=45780 z=63444 y=301 biome=FIR_HIGHLANDS density=3.204211
x=45776 z=63448 y=301 biome=FIR_HIGHLANDS density=2.656958
x=45780 z=63448 y=301 biome=FIR_HIGHLANDS density=3.022539
x=45776 z=63452 y=301 biome=FIR_HIGHLANDS density=3.651798
x=45780 z=63452 y=301 biome=FIR_HIGHLANDS density=8.264013
x=45784 z=63452 y=301 biome=FIR_HIGHLANDS density=4.119472
x=45776 z=63456 y=301 biome=FIR_HIGHLANDS density=3.184315
x=45780 z=63456 y=301 biome=FIR_HIGHLANDS density=14.412017
x=45784 z=63456 y=301 biome=FIR_HIGHLANDS density=11.182952
x=45788 z=63456 y=301 biome=FIR_HIGHLANDS density=6.278117
x=45776 z=63460 y=301 biome=FIR_HIGHLANDS density=4.450422
x=45780 z=63460 y=301 biome=FIR_HIGHLANDS density=13.668789
x=45784 z=63460 y=301 biome=FIR_HIGHLANDS density=15.611054
x=45788 z=63460 y=301 biome=FIR_HIGHLANDS density=8.096952
x=45776 z=63464 y=301 biome=FIR_HIGHLANDS density=1.759871
x=45780 z=63464 y=301 biome=FIR_HIGHLANDS density=13.892497
x=45784 z=63464 y=301 biome=FIR_HIGHLANDS density=13.996567
x=45788 z=63464 y=301 biome=FIR_HIGHLANDS density=15.531385
x=45792 z=63464 y=301 biome=FIR_HIGHLANDS density=0.980548
x=45780 z=63468 y=301 biome=FIR_HIGHLANDS density=5.426338
x=45784 z=63468 y=301 biome=FIR_HIGHLANDS density=9.526945
x=45788 z=63468 y=301 biome=FIR_HIGHLANDS density=13.228208
x=45792 z=63468 y=301 biome=FIR_HIGHLANDS density=3.096240
x=45784 z=63472 y=301 biome=FIR_HIGHLANDS density=1.608725
x=45788 z=63472 y=301 biome=FIR_HIGHLANDS density=5.453236
x=70324 z=42100 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.470164
x=70328 z=42100 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.685863
x=70324 z=42104 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.775940
x=70328 z=42104 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.823613
x=70332 z=42104 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.602402
x=70324 z=42108 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.502637
x=70328 z=42108 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.539111
x=70332 z=42108 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.677313
x=70320 z=42112 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.187886
x=70324 z=42112 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=10.994760
x=70328 z=42112 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=10.717775
x=70332 z=42112 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.823688
x=70316 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.994509
x=70320 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.634680
x=70324 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.125504
x=70328 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.189904
x=70332 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.369416
x=70336 z=42116 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.932323
x=70308 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.225579
x=70312 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.819099
x=70316 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.321823
x=70320 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.344368
x=70324 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.533860
x=70328 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.534422
x=70332 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.953451
x=70336 z=42120 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.807497
x=70308 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.818138
x=70312 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.783629
x=70316 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.810830
x=70320 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.434886
x=70324 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.468937
x=70328 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.454728
x=70332 z=42124 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.185691
x=70288 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.131076
x=70292 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.627438
x=70296 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.184910
x=70304 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.679851
x=70308 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.747911
x=70312 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.488235
x=70316 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.950459
x=70320 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.508180
x=70324 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.557878
x=70328 z=42128 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.885269
x=70288 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.803830
x=70292 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.874357
x=70296 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.590798
x=70300 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.417655
x=70304 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.702102
x=70308 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.321807
x=70312 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.019772
x=70316 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.564304
x=70320 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.820396
x=70324 z=42132 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.926238
x=70288 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.771896
x=70292 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.946606
x=70296 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.082116
x=70300 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.212809
x=70304 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.765876
x=70308 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.042376
x=70312 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.248896
x=70316 z=42136 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.998383
x=70280 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.165563
x=70284 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.890396
x=70288 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.046724
x=70292 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.815813
x=70296 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=9.050557
x=70300 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.627343
x=70304 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.565471
x=70308 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.028674
x=70312 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.604059
x=70316 z=42140 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.852247
x=70280 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.010186
x=70284 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.024682
x=70288 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=7.680052
x=70292 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.976802
x=70296 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=8.362294
x=70300 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.909199
x=70304 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=5.005980
x=70308 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.461776
x=70312 z=42144 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.460574
x=70280 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.810628
x=70284 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.497526
x=70288 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.892224
x=70292 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.412500
x=70296 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=6.336198
x=70300 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=4.304141
x=70304 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=2.019774
x=70308 z=42148 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.445926
x=70288 z=42152 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=0.442712
x=70292 z=42152 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.137287
x=70296 z=42152 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=3.335492
x=70300 z=42152 y=301 biome=DRY_TEMPERATE_MOUNTAINS density=1.265935
x=46212 z=15884 y=301 biome=FIR_HIGHLANDS density=0.183692
x=46240 z=15972 y=301 biome=FIR_HIGHLANDS density=0.352377
x=46244 z=15972 y=301 biome=FIR_HIGHLANDS density=0.982248
x=46248 z=15972 y=301 biome=FIR_HIGHLANDS density=1.379302
x=46252 z=15972 y=301 biome=FIR_HIGHLANDS density=0.607327
x=46272 z=15972 y=301 biome=FIR_HIGHLANDS density=0.244524
x=46276 z=15972 y=301 biome=FIR_HIGHLANDS density=2.062647
x=46280 z=15972 y=301 biome=FIR_HIGHLANDS density=1.343370
x=46284 z=15972 y=301 biome=FIR_HIGHLANDS density=1.758743
x=46288 z=15972 y=301 biome=FIR_HIGHLANDS density=2.499011
x=46240 z=15976 y=301 biome=FIR_HIGHLANDS density=0.158583
x=46248 z=15976 y=301 biome=FIR_HIGHLANDS density=3.255664
x=46252 z=15976 y=301 biome=FIR_HIGHLANDS density=1.534929
x=46256 z=15976 y=301 biome=FIR_HIGHLANDS density=0.942935
x=46268 z=15976 y=301 biome=FIR_HIGHLANDS density=3.986062
x=46272 z=15976 y=301 biome=FIR_HIGHLANDS density=6.829869
x=46276 z=15976 y=301 biome=FIR_HIGHLANDS density=6.228141
x=46280 z=15976 y=301 biome=FIR_HIGHLANDS density=6.093797
x=46284 z=15976 y=301 biome=FIR_HIGHLANDS density=3.129818
x=46288 z=15976 y=301 biome=FIR_HIGHLANDS density=2.133672
x=46248 z=15980 y=301 biome=FIR_HIGHLANDS density=3.818449
x=46252 z=15980 y=301 biome=FIR_HIGHLANDS density=5.572419
x=46256 z=15980 y=301 biome=FIR_HIGHLANDS density=3.708038
x=46260 z=15980 y=301 biome=FIR_HIGHLANDS density=3.909139
x=46264 z=15980 y=301 biome=FIR_HIGHLANDS density=6.545357
x=46268 z=15980 y=301 biome=FIR_HIGHLANDS density=10.799892
x=46272 z=15980 y=301 biome=FIR_HIGHLANDS density=10.997219
x=46276 z=15980 y=301 biome=FIR_HIGHLANDS density=7.802053
x=46280 z=15980 y=301 biome=FIR_HIGHLANDS density=5.348735
x=46284 z=15980 y=301 biome=FIR_HIGHLANDS density=5.213079
x=46288 z=15980 y=301 biome=FIR_HIGHLANDS density=5.944299
x=46292 z=15980 y=301 biome=FIR_HIGHLANDS density=1.898845
x=46252 z=15984 y=301 biome=FIR_HIGHLANDS density=0.624586
x=46256 z=15984 y=301 biome=FIR_HIGHLANDS density=3.595939
x=46260 z=15984 y=301 biome=FIR_HIGHLANDS density=4.818004
x=46264 z=15984 y=301 biome=FIR_HIGHLANDS density=8.059365
x=46268 z=15984 y=301 biome=FIR_HIGHLANDS density=11.744780
x=46272 z=15984 y=301 biome=FIR_HIGHLANDS density=13.431539
x=46276 z=15984 y=301 biome=FIR_HIGHLANDS density=9.038969
x=46280 z=15984 y=301 biome=FIR_HIGHLANDS density=7.957028
x=46284 z=15984 y=301 biome=FIR_HIGHLANDS density=10.037600
x=46288 z=15984 y=301 biome=FIR_HIGHLANDS density=9.576533
x=46292 z=15984 y=301 biome=FIR_HIGHLANDS density=3.593033
x=46300 z=15984 y=301 biome=FIR_HIGHLANDS density=2.047340
x=46304 z=15984 y=301 biome=FIR_HIGHLANDS density=1.362240
x=46308 z=15984 y=301 biome=FIR_HIGHLANDS density=1.186075
x=46260 z=15988 y=301 biome=FIR_HIGHLANDS density=0.106716
x=46264 z=15988 y=301 biome=FIR_HIGHLANDS density=5.864682
x=46268 z=15988 y=301 biome=FIR_HIGHLANDS density=12.151066
x=46272 z=15988 y=301 biome=FIR_HIGHLANDS density=13.097468
x=46276 z=15988 y=301 biome=FIR_HIGHLANDS density=9.970519
x=46280 z=15988 y=301 biome=FIR_HIGHLANDS density=10.933423
x=46284 z=15988 y=301 biome=FIR_HIGHLANDS density=13.080842
x=46288 z=15988 y=301 biome=FIR_HIGHLANDS density=9.997726
x=46292 z=15988 y=301 biome=FIR_HIGHLANDS density=0.177655
x=46264 z=15992 y=301 biome=FIR_HIGHLANDS density=2.997555
x=46268 z=15992 y=301 biome=FIR_HIGHLANDS density=8.794191
x=46272 z=15992 y=301 biome=FIR_HIGHLANDS density=10.365921
x=46276 z=15992 y=301 biome=FIR_HIGHLANDS density=11.639556
x=46280 z=15992 y=301 biome=FIR_HIGHLANDS density=11.080726
x=46284 z=15992 y=301 biome=FIR_HIGHLANDS density=10.911385
x=46288 z=15992 y=301 biome=FIR_HIGHLANDS density=8.795657
x=46268 z=15996 y=301 biome=FIR_HIGHLANDS density=7.670953
x=46272 z=15996 y=301 biome=FIR_HIGHLANDS density=12.690280
x=46276 z=15996 y=301 biome=FIR_HIGHLANDS density=13.666052
x=46280 z=15996 y=301 biome=FIR_HIGHLANDS density=12.106213
x=46284 z=15996 y=301 biome=FIR_HIGHLANDS density=7.458547
x=46288 z=15996 y=301 biome=FIR_HIGHLANDS density=3.059669
x=46268 z=16000 y=301 biome=FIR_HIGHLANDS density=9.571100
x=46272 z=16000 y=301 biome=FIR_HIGHLANDS density=15.454516
x=46276 z=16000 y=301 biome=FIR_HIGHLANDS density=12.116423
x=46280 z=16000 y=301 biome=FIR_HIGHLANDS density=4.609715
x=46284 z=16000 y=301 biome=FIR_HIGHLANDS density=0.042117
x=46268 z=16004 y=301 biome=FIR_HIGHLANDS density=5.074114
x=46272 z=16004 y=301 biome=FIR_HIGHLANDS density=9.791423
x=46276 z=16004 y=301 biome=FIR_HIGHLANDS density=7.242342
x=46268 z=16008 y=301 biome=FIR_HIGHLANDS density=0.347209
x=46272 z=16008 y=301 biome=FIR_HIGHLANDS density=3.232422
x=46360 z=21664 y=301 biome=BADLANDS_BUTTES density=0.069652
x=46364 z=21664 y=301 biome=BADLANDS_BUTTES density=1.499434
x=46364 z=21668 y=301 biome=BADLANDS_BUTTES density=1.688296
x=46368 z=21668 y=301 biome=BADLANDS_BUTTES density=0.872512
x=46368 z=21672 y=301 biome=BADLANDS_BUTTES density=0.077075
x=98092 z=19004 y=301 biome=DIKSAM_PLATEAU density=0.794038
x=98088 z=19008 y=301 biome=DIKSAM_PLATEAU density=1.906897
x=98092 z=19008 y=301 biome=DIKSAM_PLATEAU density=5.758073
x=98096 z=19008 y=301 biome=DIKSAM_PLATEAU density=4.034266
x=98100 z=19008 y=301 biome=DIKSAM_PLATEAU density=0.737393
x=98076 z=19012 y=301 biome=DIKSAM_PLATEAU density=5.231591
x=98080 z=19012 y=301 biome=DIKSAM_PLATEAU density=12.326020
x=98084 z=19012 y=301 biome=DIKSAM_PLATEAU density=2.790849
x=98088 z=19012 y=301 biome=DIKSAM_PLATEAU density=5.219002
x=98092 z=19012 y=301 biome=DIKSAM_PLATEAU density=6.316551
x=98096 z=19012 y=301 biome=DIKSAM_PLATEAU density=6.459108
x=98100 z=19012 y=301 biome=DIKSAM_PLATEAU density=2.355141
x=98104 z=19012 y=301 biome=DIKSAM_PLATEAU density=4.022696
x=98128 z=19012 y=301 biome=DIKSAM_PLATEAU density=6.044694
x=98132 z=19012 y=301 biome=DIKSAM_PLATEAU density=0.857095
x=98136 z=19012 y=301 biome=DIKSAM_PLATEAU density=0.028071
x=98076 z=19016 y=301 biome=DIKSAM_PLATEAU density=6.407173
x=98080 z=19016 y=301 biome=DIKSAM_PLATEAU density=17.702300
x=98084 z=19016 y=301 biome=DIKSAM_PLATEAU density=19.274317
x=98088 z=19016 y=301 biome=DIKSAM_PLATEAU density=8.848571
x=98092 z=19016 y=301 biome=DIKSAM_PLATEAU density=6.433666
x=98096 z=19016 y=301 biome=DIKSAM_PLATEAU density=4.793959
x=98100 z=19016 y=301 biome=DIKSAM_PLATEAU density=2.963939
x=98104 z=19016 y=301 biome=DIKSAM_PLATEAU density=5.733157
x=98108 z=19016 y=301 biome=DIKSAM_PLATEAU density=5.689431
x=98124 z=19016 y=301 biome=DIKSAM_PLATEAU density=10.775206
x=98128 z=19016 y=301 biome=DIKSAM_PLATEAU density=23.322102
x=98132 z=19016 y=301 biome=DIKSAM_PLATEAU density=6.972794
x=98136 z=19016 y=301 biome=DIKSAM_PLATEAU density=6.183272
x=98140 z=19016 y=301 biome=DIKSAM_PLATEAU density=6.661972
x=98144 z=19016 y=301 biome=DIKSAM_PLATEAU density=0.493899
x=98076 z=19020 y=301 biome=DIKSAM_PLATEAU density=10.059643
x=98080 z=19020 y=301 biome=DIKSAM_PLATEAU density=36.012550
x=98084 z=19020 y=301 biome=DIKSAM_PLATEAU density=23.429378
x=98088 z=19020 y=301 biome=DIKSAM_PLATEAU density=21.125492
x=98092 z=19020 y=301 biome=DIKSAM_PLATEAU density=19.381439
x=98096 z=19020 y=301 biome=DIKSAM_PLATEAU density=4.251108
x=98100 z=19020 y=301 biome=DIKSAM_PLATEAU density=2.353974
x=98104 z=19020 y=301 biome=DIKSAM_PLATEAU density=4.791267
x=98108 z=19020 y=301 biome=DIKSAM_PLATEAU density=7.272761
x=98112 z=19020 y=301 biome=DIKSAM_PLATEAU density=8.902660
x=98116 z=19020 y=301 biome=DIKSAM_PLATEAU density=9.317662
x=98120 z=19020 y=301 biome=DIKSAM_PLATEAU density=12.203702
x=98124 z=19020 y=301 biome=DIKSAM_PLATEAU density=18.792821
x=98128 z=19020 y=301 biome=DIKSAM_PLATEAU density=21.631988
x=98132 z=19020 y=301 biome=DIKSAM_PLATEAU density=11.543788
x=98136 z=19020 y=301 biome=DIKSAM_PLATEAU density=13.524804
x=98140 z=19020 y=301 biome=DIKSAM_PLATEAU density=13.486266
x=98144 z=19020 y=301 biome=DIKSAM_PLATEAU density=9.482491
x=98148 z=19020 y=301 biome=DIKSAM_PLATEAU density=0.926009
x=98072 z=19024 y=301 biome=DIKSAM_PLATEAU density=1.676095
x=98076 z=19024 y=301 biome=DIKSAM_PLATEAU density=16.720549
x=98080 z=19024 y=301 biome=DIKSAM_PLATEAU density=36.053102
x=98084 z=19024 y=301 biome=DIKSAM_PLATEAU density=20.974064
x=98088 z=19024 y=301 biome=DIKSAM_PLATEAU density=17.568792
x=98092 z=19024 y=301 biome=DIKSAM_PLATEAU density=16.323761
x=98096 z=19024 y=301 biome=DIKSAM_PLATEAU density=13.553250
x=98104 z=19024 y=301 biome=DIKSAM_PLATEAU density=2.204019
x=98108 z=19024 y=301 biome=DIKSAM_PLATEAU density=4.654426
x=98112 z=19024 y=301 biome=DIKSAM_PLATEAU density=8.593636
x=98116 z=19024 y=301 biome=DIKSAM_PLATEAU density=12.685174
x=98120 z=19024 y=301 biome=DIKSAM_PLATEAU density=15.743979
x=98124 z=19024 y=301 biome=DIKSAM_PLATEAU density=16.904332
x=98128 z=19024 y=301 biome=DIKSAM_PLATEAU density=15.804576
x=98132 z=19024 y=301 biome=DIKSAM_PLATEAU density=13.584507
x=98136 z=19024 y=301 biome=DIKSAM_PLATEAU density=15.245493
x=98140 z=19024 y=301 biome=DIKSAM_PLATEAU density=13.916703
x=98144 z=19024 y=301 biome=DIKSAM_PLATEAU density=12.946715
x=98148 z=19024 y=301 biome=DIKSAM_PLATEAU density=5.908701
x=98076 z=19028 y=301 biome=DIKSAM_PLATEAU density=8.214598
x=98080 z=19028 y=301 biome=DIKSAM_PLATEAU density=25.366318
x=98084 z=19028 y=301 biome=DIKSAM_PLATEAU density=13.623408
x=98088 z=19028 y=301 biome=DIKSAM_PLATEAU density=13.488754
x=98092 z=19028 y=301 biome=DIKSAM_PLATEAU density=11.536851
x=98096 z=19028 y=301 biome=DIKSAM_PLATEAU density=9.945695
x=98108 z=19028 y=301 biome=DIKSAM_PLATEAU density=0.259153
x=98112 z=19028 y=301 biome=DIKSAM_PLATEAU density=2.787699
x=98116 z=19028 y=301 biome=DIKSAM_PLATEAU density=7.453312
x=98120 z=19028 y=301 biome=DIKSAM_PLATEAU density=10.056982
x=98124 z=19028 y=301 biome=DIKSAM_PLATEAU density=14.762382
x=98128 z=19028 y=301 biome=DIKSAM_PLATEAU density=19.941034
x=98132 z=19028 y=301 biome=DIKSAM_PLATEAU density=24.605929
x=98136 z=19028 y=301 biome=DIKSAM_PLATEAU density=14.246469
x=98140 z=19028 y=301 biome=DIKSAM_PLATEAU density=12.519231
x=98144 z=19028 y=301 biome=DIKSAM_PLATEAU density=11.777557
x=98148 z=19028 y=301 biome=DIKSAM_PLATEAU density=7.000029
x=98084 z=19032 y=301 biome=DIKSAM_PLATEAU density=2.393894
x=98088 z=19032 y=301 biome=DIKSAM_PLATEAU density=1.596236
x=98092 z=19032 y=301 biome=DIKSAM_PLATEAU density=4.433014
x=98096 z=19032 y=301 biome=DIKSAM_PLATEAU density=5.036280
x=98124 z=19032 y=301 biome=DIKSAM_PLATEAU density=1.451880
x=98128 z=19032 y=301 biome=DIKSAM_PLATEAU density=11.851953
x=98132 z=19032 y=301 biome=DIKSAM_PLATEAU density=21.528276
x=98136 z=19032 y=301 biome=DIKSAM_PLATEAU density=15.603941
x=98140 z=19032 y=301 biome=DIKSAM_PLATEAU density=13.557336
x=98144 z=19032 y=301 biome=DIKSAM_PLATEAU density=12.154520
x=98148 z=19032 y=301 biome=DIKSAM_PLATEAU density=9.978860
x=98128 z=19036 y=301 biome=DIKSAM_PLATEAU density=1.960617
x=98132 z=19036 y=301 biome=DIKSAM_PLATEAU density=18.606224
x=98136 z=19036 y=301 biome=DIKSAM_PLATEAU density=26.631059
x=98140 z=19036 y=301 biome=DIKSAM_PLATEAU density=28.866898
x=98144 z=19036 y=301 biome=DIKSAM_PLATEAU density=13.191686
x=98148 z=19036 y=301 biome=DIKSAM_PLATEAU density=9.314517
x=98132 z=19040 y=301 biome=DIKSAM_PLATEAU density=3.367741
x=98136 z=19040 y=301 biome=DIKSAM_PLATEAU density=6.865407
x=98140 z=19040 y=301 biome=DIKSAM_PLATEAU density=9.257367
x=98144 z=19040 y=301 biome=DIKSAM_PLATEAU density=7.715150
x=98148 z=19040 y=301 biome=DIKSAM_PLATEAU density=5.235596
x=98136 z=19044 y=301 biome=DIKSAM_PLATEAU density=1.531731
x=98140 z=19044 y=301 biome=DIKSAM_PLATEAU density=1.457410
x=98144 z=19044 y=301 biome=DIKSAM_PLATEAU density=0.666953
x=98148 z=19044 y=301 biome=DIKSAM_PLATEAU density=1.023669
x=98152 z=19044 y=301 biome=DIKSAM_PLATEAU density=0.191746
x=46248 z=90612 y=301 biome=TRAVERTINE_TERRACES density=0.042988
x=46240 z=90616 y=301 biome=TRAVERTINE_TERRACES density=0.048657
x=46244 z=90616 y=301 biome=TRAVERTINE_TERRACES density=0.342113
x=46248 z=90616 y=301 biome=TRAVERTINE_TERRACES density=0.374187
x=46236 z=90620 y=301 biome=TRAVERTINE_TERRACES density=0.268151
x=46240 z=90620 y=301 biome=TRAVERTINE_TERRACES density=0.238091
x=46244 z=90620 y=301 biome=TRAVERTINE_TERRACES density=0.986194
x=46240 z=90624 y=301 biome=TRAVERTINE_TERRACES density=0.392445
x=46244 z=90624 y=301 biome=TRAVERTINE_TERRACES density=1.152874
x=46240 z=90628 y=301 biome=TRAVERTINE_TERRACES density=0.510153
x=46244 z=90628 y=301 biome=TRAVERTINE_TERRACES density=1.309726
x=46236 z=90632 y=301 biome=TRAVERTINE_TERRACES density=0.129652
x=46240 z=90632 y=301 biome=TRAVERTINE_TERRACES density=1.088306
x=46244 z=90632 y=301 biome=TRAVERTINE_TERRACES density=0.714860
x=46236 z=90636 y=301 biome=TRAVERTINE_TERRACES density=0.570181
x=73188 z=80524 y=301 biome=BITTER_HEIGHTS density=1.310436
x=73192 z=80524 y=301 biome=BITTER_HEIGHTS density=2.470494
x=73196 z=80524 y=301 biome=BITTER_HEIGHTS density=0.638877
x=73180 z=80528 y=301 biome=BITTER_HEIGHTS density=1.541620
x=73184 z=80528 y=301 biome=BITTER_HEIGHTS density=10.315888
x=73188 z=80528 y=301 biome=BITTER_HEIGHTS density=6.324608
x=73192 z=80528 y=301 biome=BITTER_HEIGHTS density=3.961763
x=73196 z=80528 y=301 biome=BITTER_HEIGHTS density=5.636716
x=73200 z=80528 y=301 biome=BITTER_HEIGHTS density=2.132968
x=73176 z=80532 y=301 biome=BITTER_HEIGHTS density=8.152602
x=73180 z=80532 y=301 biome=BITTER_HEIGHTS density=16.584612
x=73184 z=80532 y=301 biome=BITTER_HEIGHTS density=14.401641
x=73188 z=80532 y=301 biome=BITTER_HEIGHTS density=12.414894
x=73192 z=80532 y=301 biome=BITTER_HEIGHTS density=5.683796
x=73196 z=80532 y=301 biome=BITTER_HEIGHTS density=4.998404
x=73200 z=80532 y=301 biome=BITTER_HEIGHTS density=2.168163
x=73172 z=80536 y=301 biome=BITTER_HEIGHTS density=4.836436
x=73176 z=80536 y=301 biome=BITTER_HEIGHTS density=17.812441
x=73180 z=80536 y=301 biome=BITTER_HEIGHTS density=17.732550
x=73184 z=80536 y=301 biome=BITTER_HEIGHTS density=16.212534
x=73188 z=80536 y=301 biome=BITTER_HEIGHTS density=13.330598
x=73192 z=80536 y=301 biome=BITTER_HEIGHTS density=8.400673
x=73196 z=80536 y=301 biome=BITTER_HEIGHTS density=5.485553
